r966,1,Queen,4,600,2.79
r967,1,Queen,4,200,2.52
r968,0,Twin,2,300,1.33
r969,1,Double,2,400,3.2
r970,1,Twin,2,500,3.67
r971,0,Double,2,600,2.03
r972,1,Double,2,600,1.59
r973,0,Twin,2,600,1.9
r974,1,Queen,4,200,1.07
r975,1,King,4,300,3.82
r976,0,King,4,100,4.91
r977,1,King,4,600,2.74
r978,1,Twin,2,400,4.57
r979,1,Queen,4,500,4.51
r980,0,Twin,2,500,4.52
r981,1,Queen,4,600,1.65
r982,1,Twin,2,600,1.51
r983,1,Twin,2,400,4.15
r984,1,Twin,2,100,2.43
r985,1,Queen,4,300,2.84
r986,1,Twin,2,100,4.32
r987,1,Twin,2,300,1.07
r988,1,Double,2,100,1.26
r989,0,Double,2,600,2.89
r990,1,Twin,2,300,2.43
r991,1,Twin,2,100,3.3
r992,0,Queen,4,300,2.81
r993,0,Twin,2,100,1.05
r994,1,King,4,500,4.01
r995,0,King,4,300,2.37
r996,0,Queen,4,100,4.31
r997,0,King,4,300,2.7
r998,0,Double,2,500,4.05
r999,0,Double,2,100,1.2
